Skyddat fynd;Id;Taxonsorteringsordning;Valideringsstatus;Rödlistade;TaxonId;Artnamn;Vetenskapligt namn;Auktor;Antal;Enhet;Ålder-Stadium;Kön;Aktivitet;Längd (mm);Vikt (g);Metod;Huvudlokal;Lokalnamn;Ost;Nord;Noggrannhet;Diffusion;Län;Kommun;Provins;Församling;Externid;Startdatum;Starttid;Slutdatum;Sluttid
;13154464;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;BCPW  Flen;1544610;6548800;100;0;Södermanland;Flen;Södermanland;Flen;;2006-07-26;13:30;2006-07-26;13:30
;13161998;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);2;;imago/adult;;;;;observerad;;Ängsmark S Västerlund;1539440;6537630;100;0;Södermanland;Katrineholm;Södermanland;Lerbo;;2006-08-05;14:00;2006-08-05;14:00
;13193748;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1; ;imago/adult;;friflygande;;;observerad;;Järleån NR;1461928;6600649;50;0;Örebro;Nora;Västmanland;Nora;;2006-08-10;;2006-08-10;
;13193780;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);3;;imago/adult;;friflygande;;;observerad;;Näset Unden NR;1424980;6522067;50;0;Örebro;Laxå;Västergötland;Finnerödja;;2006-07-06;;2006-07-06;
;13193793;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);3;;imago/adult;;friflygande;;;observerad;;Näset Unden NR;1424980;6522067;50;0;Örebro;Laxå;Västergötland;Finnerödja;;2006-08-10;;2006-08-10;
;13193808;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;friflygande;;;observerad;;Älvhytteängen NR;1444223;6591267;50;0;Örebro;Nora;Västmanland;Viker;;2006-08-10;;2006-08-10;
;13221534;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);noterad;;;;;;;observerad;;vid Disrojr, Gurfiles;1665000;6370900;100;0;Gotland;Gotland;Gotland;Vänge;;2006-07-17;;2006-07-17;
;13221559;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);noterad;;;;;;;observerad;;Kyrkebingegrunn;1679200;6385600;100;0;Gotland;Gotland;Gotland;Gothem;;2006-07-20;;2006-07-20;
;13221626;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);noterad;;;;;;;observerad;;vid Käldänget, Garda;1668600;6358000;100;0;Gotland;Gotland;Gotland;Garde;;2006-07-25;;2006-07-25;
;13516521;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);2;;imago/adult;;friflygande;;;observerad;;Älgsjön, Fallkorsningen;1358620;6659840;100;0;Värmland;Sunne;Värmland;Lysvik;;2007-07-01;;2007-07-01;
;13516541;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;friflygande;;;observerad;;Älgsjön, Fallkorsningen;1358620;6659840;100;0;Värmland;Sunne;Värmland;Lysvik;;2007-07-13;;2007-07-13;
;14081146;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);noterad;;imago/adult;;födosökande;;;;;Kocktorpsäng, Ängsö;1561160;6603010;100;0;Västmanland;Västerås;Västmanland;Ängsö;;2009-07-04;;2009-07-04;
;14227900;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;;;;;;fönsterfälla;;Tomta SO;1542542;6630397;10;0;Västmanland;Västerås;Västmanland;Romfartuna;;2008-06-19;;2008-07-15;
;14228758;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;;;;;;observerad;;Jönsbacken;1495747;6650138;25;0;Västmanland;Fagersta;Västmanland;Fagersta;;2008-08-25;;2008-08-25;
;14226983;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;;;;;;observerad;;"Hökåsens grustäkt (""Siltbacken"")";1544230;6617627;25;0;Västmanland;Västerås;Västmanland;Hubbo;;2008-07-02;;2008-07-02;
;14228340;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;;;;;;observerad;;Lönnbromossen;1521459;6630202;25;0;Västmanland;Surahammar;Västmanland;Ramnäs;;2008-07-09;;2008-07-09;
;14228447;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;;;;;;observerad;;Karsbo äng;1505969;6668002;25;0;Västmanland;Norberg;Västmanland;Norberg;;2008-07-10;;2008-07-10;
;14228569;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;;;;;;observerad;;Grytkärret (O om);1512708;6618276;25;0;Västmanland;Surahammar;Västmanland;Sura;;2008-08-12;;2008-08-12;
;14263449;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);noterad;;;;;;;;;Vänge;1663887;6371062;50;0;Gotland;Gotland;Gotland;Vänge;;2009-07-21;;2009-07-21;
;14263458;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);noterad;;;;;;;;;skogsväg mot Hästvät;1669000;6412300;500;0;Gotland;Gotland;Gotland;Hangvar;;2009-07-22;;2009-07-22;
;14263491;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);noterad;;;;;;;;;Väg Hägvier- Hamra;1649363;6320895;50;0;Gotland;Gotland;Gotland;Vamlingbo;;2009-07-23;;2009-07-23;
;14228592;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;;;;;;observerad;;Bergbo (NO om);1514056;6620940;25;0;Västmanland;Surahammar;Västmanland;Sura;;2008-08-12;;2008-08-12;
;14531661;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);10;;imago/adult;;friflygande;;;observerad;;Lindbacke(-Svanviken);1568512;6514045;500;0;Södermanland;Nyköping;Södermanland;Nyköping;;2002-07-12;13:00;2002-07-12;15:30
;14531662;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);4;;imago/adult;;friflygande;;;observerad;;Lindbacke(-Svanviken);1568512;6514045;500;0;Södermanland;Nyköping;Södermanland;Nyköping;;2002-08-04;12:00;2002-08-04;15:00
;14531700;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);10;;imago/adult;;friflygande;;;observerad;;Davikshagen (Aspa/Trollesund);1575674;6534508;250;0;Södermanland;Nyköping;Södermanland;Ludgo;;2002-07-15;13:00;2002-07-15;15:30
;14531701;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);2;;imago/adult;;friflygande;;;observerad;;Davikshagen (Aspa/Trollesund);1575674;6534508;250;0;Södermanland;Nyköping;Södermanland;Ludgo;;2002-07-28;13:00;2002-07-28;16:30
;14586708;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;friflygande;;;;;Gunnetorp;1475900;6240920;250;0;Blekinge;Karlskrona;Blekinge;Tving;;2010-07-01;;2010-07-31;
;14586709;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);2;;imago/adult;;friflygande;;;;;Gunnetorp;1475900;6240920;250;0;Blekinge;Karlskrona;Blekinge;Tving;;2010-08-01;;2010-08-01;
;14586710;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;friflygande;;;;;Gunnetorp;1475900;6240920;250;0;Blekinge;Karlskrona;Blekinge;Tving;;2010-08-04;;2010-08-04;
;13676882;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);7;;imago/adult;;;;;observerad;;Ire;1442201;6246823;50;0;Blekinge;Karlshamn;Blekinge;Ringamåla;;2008-07-02;12:20;2008-07-02;13:15
;13676895;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);12;;imago/adult;;;;;observerad;;Ire;1442201;6246823;50;0;Blekinge;Karlshamn;Blekinge;Ringamåla;;2008-07-21;12:30;2008-07-21;13:30
;13676907;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Slänsmåla;1434244;6247010;50;0;Blekinge;Karlshamn;Blekinge;Ringamåla;;2008-07-02;10:40;2008-07-02;11:10
;13676914;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Slänsmåla;1434244;6247010;50;0;Blekinge;Karlshamn;Blekinge;Ringamåla;;2008-07-22;14:25;2008-07-22;14:45
;13676956;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);5;;imago/adult;;;;;observerad;;Persgärde;1449158;6237142;50;0;Blekinge;Karlshamn;Blekinge;Hällaryd;;2008-07-02;15:10;2008-07-02;15:30
;13676963;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);4;;imago/adult;;;;;observerad;;Persgärde;1449158;6237142;50;0;Blekinge;Karlshamn;Blekinge;Hällaryd;;2008-07-21;15:50;2008-07-21;16:20
;13676812;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);2;;imago/adult;;;;;observerad;;Stora Silpinge;1461323;6238677;50;0;Blekinge;Ronneby;Blekinge;Bräkne-Hoby;;2008-07-23;11:40;2008-07-23;12:10
;13676731;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);2;;imago/adult;;;;;observerad;;Hagatorpet;1495960;6247835;50;0;Blekinge;Karlskrona;Blekinge;Augerum;;2008-07-16;11:55;2008-07-16;12:20
;13676767;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);4;;imago/adult;;;;;observerad;;Vambåsa;1478049;6228147;50;0;Blekinge;Ronneby;Blekinge;Förkärla;;2008-07-17;13:20;2008-07-17;14:25
;13734702;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);6;;imago/adult;;;;;observerad;;Totasjö;1479091;6258339;50;0;Blekinge;Ronneby;Blekinge;Eringsboda;;2008-07-23;10:40;2008-07-23;11:10
;13734726;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);5;;imago/adult;;;;;observerad;;Spetsamåla;1482605;6258678;50;0;Blekinge;Karlskrona;Blekinge;Sillhövda;;2007-06-25;13:05;2007-06-25;13:40
;13734745;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);6;;imago/adult;;;;;observerad;;Spetsamåla;1482605;6258678;50;0;Blekinge;Karlskrona;Blekinge;Sillhövda;;2007-07-20;13:00;2007-07-20;13:40
;13734772;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);10;;imago/adult;;;;;observerad;;Spetsamåla;1482605;6258678;50;0;Blekinge;Karlskrona;Blekinge;Sillhövda;;2008-07-23;09:45;2008-07-23;10:25
;13734798;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);6;;imago/adult;;;;;observerad;;Sillhövda;1484957;6252633;50;0;Blekinge;Karlskrona;Blekinge;Sillhövda;;2008-07-23;11:25;2008-07-23;12:00
;13734809;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Kopparholm;1492521;6253420;50;0;Blekinge;Karlskrona;Blekinge;Rödeby;;2007-06-25;11:40;2007-06-25;11:55
;13734821;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Kopparholm;1492521;6253420;50;0;Blekinge;Karlskrona;Blekinge;Rödeby;;2007-07-20;14:00;2007-07-20;14:20
;13734840;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Kopparholm;1492521;6253420;50;0;Blekinge;Karlskrona;Blekinge;Rödeby;;2008-07-23;12:20;2008-07-23;12:40
;13734858;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);3;;imago/adult;;;;;observerad;;Granemåla;1494931;6250995;50;0;Blekinge;Karlskrona;Blekinge;Augerum;;2007-06-25;10:10;2007-06-25;10:50
;13734871;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);3;;imago/adult;;;;;observerad;;Granemåla;1494931;6250995;50;0;Blekinge;Karlskrona;Blekinge;Augerum;;2007-07-20;14:25;2007-07-20;14:55
;13734883;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Granemåla;1494931;6250995;50;0;Blekinge;Karlskrona;Blekinge;Augerum;;2008-06-18;13:05;2008-06-18;13:45
;13734897;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);10;;imago/adult;;;;;observerad;;Granemåla;1494931;6250995;50;0;Blekinge;Karlskrona;Blekinge;Augerum;;2008-07-23;13:00;2008-07-23;13:40
;13734925;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);3;;imago/adult;;;;;observerad;;Kallgårdsmåla;1494438;6250182;50;0;Blekinge;Karlskrona;Blekinge;Augerum;;2007-07-20;15:05;2007-07-20;15:30
;13734942;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Kallgårdsmåla;1494438;6250182;50;0;Blekinge;Karlskrona;Blekinge;Augerum;;2008-07-23;13:50;2008-07-23;14:10
;13734968;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);4;;imago/adult;;;;;observerad;;Danskefly;1496620;6246859;50;0;Blekinge;Karlskrona;Blekinge;Augerum;;2008-07-23;14:25;2008-07-23;15:00
;13734988;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);3;;imago/adult;;;;;observerad;;Allsjömåla;1495417;6243399;50;0;Blekinge;Karlskrona;Blekinge;Augerum;;2008-07-23;15:10;2008-07-23;15:30
;13735009;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Älmteryd;1497363;6238384;50;0;Blekinge;Karlskrona;Blekinge;Augerum;;2008-07-26;14:25;2008-07-26;15:00
;13735402;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);2;;imago/adult;;;;;observerad;;Stora Lönnemåla;1473490;6250888;50;0;Blekinge;Ronneby;Blekinge;Eringsboda;;2008-07-26;11:00;2008-07-26;11:25
;13735476;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);2;;imago/adult;;;;;observerad;;Piskabacken;1465956;6233490;50;0;Blekinge;Ronneby;Blekinge;Ronneby;;2008-07-26;14:00;2008-07-26;14:35
;13676518;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);2;;imago/adult;;;;;observerad;;Bromåla;1494762;6241662;50;0;Blekinge;Karlskrona;Blekinge;Augerum;;2008-07-16;09:30;2008-07-16;10:45
;13676550;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);7;;imago/adult;;;;;observerad;;Husgöl;1486406;6255437;50;0;Blekinge;Karlskrona;Blekinge;Sillhövda;;2008-07-16;13:45;2008-07-16;14:20
;13737271;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Bräkneåns mynning;1457369;6227563;50;0;Blekinge;Ronneby;Blekinge;Bräkne-Hoby;;2008-07-26;15:00;2008-07-26;15:30
;13737338;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Kullan;1418361;6246804;50;0;Blekinge;Olofström;Blekinge;Kyrkhult;;2007-07-20;09:05;2007-07-20;09:25
;13737351;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Komperskulla;1428064;6241771;50;0;Blekinge;Olofström;Blekinge;Jämshög;;2007-06-24;15:15;2007-06-24;15:50
;13737492;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);3;;imago/adult;;;;;observerad;;Bråstorp;1480322;6240630;50;0;Blekinge;Karlskrona;Blekinge;Tving;;2008-07-26;12:20;2008-07-26;12:50
;13737577;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);3;;imago/adult;;;;;observerad;;Bråstorp;1480322;6240630;50;0;Blekinge;Karlskrona;Blekinge;Tving;;2008-07-26;12:20;2008-07-26;12:50
;14671498;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);3;;imago/adult;;;;;observerad;;Vambåsa;1478049;6228147;500;0;Blekinge;Ronneby;Blekinge;Förkärla;;2009-07-16;09:20;2009-07-16;10:20
;14671433;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Bräkneåns mynning;1457369;6227563;500;0;Blekinge;Ronneby;Blekinge;Bräkne-Hoby;;2008-07-26;15:00;2008-07-26;15:30
;14671627;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);2;;imago/adult;;;;;observerad;;Piskabacken;1465956;6233490;500;0;Blekinge;Ronneby;Blekinge;Ronneby;;2009-05-08;16:15;2009-05-08;16:45
;14628096;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Biskops Arnö;1594633;6618350;100;0;Uppsala;Håbo;Uppland;Övergran;;2010-08-02;;2010-08-02;
;14671693;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);4;;imago/adult;;;;;observerad;;Persgärde;1449158;6237142;250;0;Blekinge;Karlshamn;Blekinge;Hällaryd;;2008-07-21;15:50;2008-07-21;16:20
;14671738;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Älmteryd;1497363;6238384;250;0;Blekinge;Karlskrona;Blekinge;Augerum;;2008-07-26;14:25;2008-07-26;15:00
;14671766;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Älmteryd;1497363;6238384;250;0;Blekinge;Karlskrona;Blekinge;Augerum;;2009-07-29;11:10;2009-07-29;11:30
;14671782;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);2;;imago/adult;;;;;observerad;;Stora Silpinge;1461323;6238677;100;0;Blekinge;Ronneby;Blekinge;Bräkne-Hoby;;2008-07-23;11:40;2008-07-23;12:10
;14671862;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);3;;imago/adult;;;;;observerad;;Bråstorp;1480322;6240630;250;0;Blekinge;Karlskrona;Blekinge;Tving;;2008-07-26;12:20;2008-07-26;12:50
;14671889;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Bråstorp;1480322;6240630;250;0;Blekinge;Karlskrona;Blekinge;Tving;;2009-05-08;14:30;2009-05-08;14:55
;14671700;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);5;;imago/adult;;;;;observerad;;Persgärde;1449158;6237142;250;0;Blekinge;Karlshamn;Blekinge;Hällaryd;;2008-07-02;15:10;2008-07-02;15:30
;14671590;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);2;;imago/adult;;;;;observerad;;Piskabacken;1465956;6233490;500;0;Blekinge;Ronneby;Blekinge;Ronneby;;2008-07-26;14:00;2008-07-26;14:35
;14671471;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);4;;imago/adult;;;;;observerad;;Vambåsa;1478049;6228147;500;0;Blekinge;Ronneby;Blekinge;Förkärla;;2008-07-17;13:20;2008-07-17;14:25
;14672010;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);4;;imago/adult;;;;;observerad;;Bromåla;1490863;6241606;500;0;Blekinge;Karlskrona;Blekinge;Rödeby;;2009-06-23;10:55;2009-06-23;12:00
;14672141;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);3;;imago/adult;;;;;observerad;;Allsjömåla;1495417;6243399;250;0;Blekinge;Karlskrona;Blekinge;Augerum;;2008-07-23;15:10;2008-07-23;15:30
;14672027;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);8;;imago/adult;;;;;observerad;;Bromåla;1490863;6241606;500;0;Blekinge;Karlskrona;Blekinge;Rödeby;;2009-07-17;11:05;2009-07-17;12:30
;14672125;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Komperskulla;1428064;6241771;100;0;Blekinge;Olofström;Blekinge;Jämshög;;2007-06-24;15:15;2007-06-24;15:50
;14672295;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);4;;imago/adult;;;;;observerad;;Angölsmåla;1430753;6246561;100;0;Blekinge;Olofström;Blekinge;Kyrkhult;;2009-07-16;14:00;2009-07-16;15:10
;14672062;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);2;;imago/adult;;;;;observerad;;Bromåla;1494762;6241662;500;0;Blekinge;Karlskrona;Blekinge;Augerum;;2008-07-16;09:30;2008-07-16;10:45
;14672163;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Allsjömåla;1495417;6243399;250;0;Blekinge;Karlskrona;Blekinge;Augerum;;2009-07-29;09:55;2009-07-29;10:15
;14672406;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);7;;imago/adult;;;;;observerad;;Ire;1442201;6246823;500;0;Blekinge;Karlshamn;Blekinge;Ringamåla;;2008-07-02;12:20;2008-07-02;13:15
;14672462;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);20;;imago/adult;;;;;observerad;;Ire;1442201;6246823;500;0;Blekinge;Karlshamn;Blekinge;Ringamåla;;2009-07-16;13:00;2009-07-16;14:20
;14672501;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);4;;imago/adult;;;;;observerad;;Danskefly;1496620;6246859;250;0;Blekinge;Karlskrona;Blekinge;Augerum;;2008-07-23;14:25;2008-07-23;15:00
;14672535;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);5;;imago/adult;;;;;observerad;;Danskefly;1496620;6246859;250;0;Blekinge;Karlskrona;Blekinge;Augerum;;2009-07-29;10:25;2009-07-29;10:50
;14672566;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Slänsmåla;1434244;6247010;250;0;Blekinge;Karlshamn;Blekinge;Ringamåla;;2008-07-22;14:25;2008-07-22;14:45
;14672578;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Slänsmåla;1434244;6247010;250;0;Blekinge;Karlshamn;Blekinge;Ringamåla;;2008-07-02;10:40;2008-07-02;11:10
;14672597;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);2;;imago/adult;;;;;observerad;;Hagatorpet;1495960;6247835;250;0;Blekinge;Karlskrona;Blekinge;Augerum;;2008-07-16;11:55;2008-07-16;12:20
;14672632;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);8;;imago/adult;;;;;observerad;;Hagatorpet;1495960;6247835;250;0;Blekinge;Karlskrona;Blekinge;Augerum;;2009-07-17;12:55;2009-07-17;13:30
;14672255;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);3;;imago/adult;;;;;observerad;;Sänneshult;1472241;6243901;100;0;Blekinge;Ronneby;Blekinge;Hjortsberga;;2009-07-16;14:50;2009-07-16;15:10
;14672384;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);12;;imago/adult;;;;;observerad;;Ire;1442201;6246823;500;0;Blekinge;Karlshamn;Blekinge;Ringamåla;;2008-07-21;12:30;2008-07-21;13:30
;14672348;41632;Ovaliderad;;201068;Skogspärlemorfjäril;Fabriciana adippe;(Denis & Schiffermüller, 1775);1;;imago/adult;;;;;observerad;;Kullan;1418361;6246804;250;0;Blekinge;Olofström;Blekinge;Kyrkhult;;2007-07-20;09:05;2007-07-20;09:25
