Skyddat fynd;Id;Taxonsorteringsordning;Valideringsstatus;Rödlistade;TaxonId;Artnamn;Vetenskapligt namn;Auktor;Antal;Enhet;Ålder-Stadium;Kön;Aktivitet;Längd (mm);Vikt (g);Metod;Huvudlokal;Lokalnamn;Ost;Nord;Noggrannhet;Diffusion;Län;Kommun;Provins;Församling;Externid;Startdatum;Starttid;Slutdatum;Sluttid
;14960317;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);noterad;;;;;;;;;Gunnetorp;1475900;6240920;250;0;Blekinge;Karlskrona;Blekinge;Tving;;2011-07-03;;2011-07-08;
;15537157;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;;imago/adult;hane;födosökande;;;observerad;;Stuglyckan Gödeby;1303970;6326400;100;0;Halland;Varberg;Halland;Sibbarp;;2013-07-12;;2013-07-12;
;15547590;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;;imago/adult;;födosökande;;;;;Björsmåla;1491180;6241580;50;0;Blekinge;Karlskrona;Blekinge;Rödeby;;2013-07-10;;2013-07-10;
;16452066;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;ex.;imago/adult; ; ;;;observerad;;Göstad Östergård;1507935;6478123;250;0;Östergötland;Linköping;Östergötland;Örtomta;;2014-07-22;;2014-07-22;
;17163028;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);2;;;;;;;;;Vilske-Kleva--Östra Tunhem;1363280;6457356;500;0;Västra Götaland;Falköping;Västergötland;Vilske-Kleva;;2014-06-18;;2014-07-29;
;75602678;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;ex.;imago/adult;;;;;fönsterfälla;;Mjölby: Ramstadlyckorna 1;1459596;6467845;25;0;Östergötland;Mjölby;Östergötland;Mjölby;;2018-05-09;;2018-07-20;
;75608095;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;ex.;imago/adult;;;;;fönsterfälla;;Gyabjär, norr om Kärrtorpsvägen, i anslutning till Stehags västra delar;1348662;6199560;200;0;Skåne;Eslöv;Skåne;Stehag;;2018-05-14;;2018-07-31;
;75608641;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;ex.;imago/adult;;;;;fönsterfälla;;Stockamöllan, lövskogsområde i Lindarnas vägs förlängning, i anslutning ...;1347991;6204316;100;0;Skåne;Eslöv;Skåne;Billinge;;2018-05-14;;2018-07-31;
;75611598;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;ex.;imago/adult;;;;;fönsterfälla;;Gyabjär, norr om Kärrtorpsvägen, i anslutning till Stehags västra delar;1348662;6199560;200;0;Skåne;Eslöv;Skåne;Stehag;;2018-05-14;;2018-07-31;
;75611969;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;ex.;imago/adult; ; ;;;fönsterfälla;;Stockamöllan, lövskogsområde i Lindarnas vägs förlängning, i anslutning ...;1347991;6204316;100;0;Skåne;Eslöv;Skåne;Billinge;;2018-05-14;;2018-07-31;
;80953034;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);noterad;;;;;;;fönsterfälla;;Engelska parken 2;1387420;6469500;10;0;Västra Götaland;Skövde;Västergötland;Norra Kyrketorp;;2018-08-13;;2018-08-13;
;81851130;41578;Ovaliderad;;100328;[Sälgskimmerfjäril];[Apatura iris];[(Linnaeus, 1758)];noterad;;imago/adult;;;;;observerad;;Ölvedal, Fårbo;1540142;6370688;200;0;Kalmar;Oskarshamn;Småland;Misterhult;;2018-06-24;;2018-06-24;
;81851131;41578;Ovaliderad;;100328;[Sälgskimmerfjäril];[Apatura iris];[(Linnaeus, 1758)];noterad;;imago/adult;;;;;observerad;;Ölvedal, Fårbo;1540142;6370688;200;0;Kalmar;Oskarshamn;Småland;Misterhult;;2017-07-04;;2017-07-04;
;81851132;41578;Ovaliderad;;100328;[Sälgskimmerfjäril];[Apatura iris];[(Linnaeus, 1758)];noterad;;imago/adult;;;;;observerad;;Ölvedal, Fårbo;1540142;6370688;200;0;Kalmar;Oskarshamn;Småland;Misterhult;;2016-07-02;;2016-07-02;
;81851133;41578;Ovaliderad;;100328;[Sälgskimmerfjäril];[Apatura iris];[(Linnaeus, 1758)];noterad;;imago/adult;;;;;observerad;;Ölvedal, Fårbo;1540142;6370688;200;0;Kalmar;Oskarshamn;Småland;Misterhult;;2015-08-03;;2015-08-03;
;81851134;41578;Ovaliderad;;100328;[Sälgskimmerfjäril];[Apatura iris];[(Linnaeus, 1758)];noterad;;imago/adult;;;;;observerad;;Ölvedal, Fårbo;1540142;6370688;200;0;Kalmar;Oskarshamn;Småland;Misterhult;;2017-07-07;;2017-07-07;
;94911486;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ; ; ; ;;; ;Ulrika kyrka;Kottebo östergård;1480477;6439457;100;0;Östergötland;Linköping;Östergötland;Ulrika;;2021-07-14;;2021-07-14;
;94911706;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ; ; ; ;;; ;Ulrika kyrka;Karlstorp;1479962;6440228;50;0;Östergötland;Linköping;Östergötland;Ulrika;;2021-07-15;;2021-07-15;
;97187479;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;ex.;imago/adult; ; ;;; ;;Enbergatorp yta 1:18;1458997;6613810;10;0;Örebro;Lindesberg;Västmanland;Linde;;2021-07-06;;2021-07-06;
;99707345;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ; ; ; ;;; ;;Mjöshyltan slinga 1;1511350;6318296;40;0;Kalmar;Nybro;Småland;Kråksmåla;;2016-07-20;10:30;2016-07-20;12:30
;99726561;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;ex.;imago/adult;;;;;fönsterfälla;;Nävsjömossen 4;1551934;6503372;10;0;Östergötland;Norrköping;Östergötland;Kvarsebo;;2021-05-08;;2021-08-09;
;104404521;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ; ; ; ;;; ;;Hackekvarn, slinga 1;1435506;6268599;5;0;Kronoberg;Tingsryd;Småland;Urshult;;2022-07-28;;2022-07-28;
;61182396;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;ex.;imago/adult; ;friflygande;;;observerad;;Vretlunda;1593717;6521888;10;0;Södermanland;Trosa;Södermanland;Västerljung;;2016-07-15;15:00;2016-07-15;15:00
;72058063;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ; ; ;friflygande;;; ;;Södertälje naturskola;1600420;6569017;100;0;Stockholm;Södertälje;Södermanland;Södertälje;;2018-06-28;;2018-06-28;
;72394482;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ;vilande;;; ;Brattön;Brattön;1259124;6429121;200;0;Västra Götaland;Kungälv;Bohuslän;Solberga;;2018-07-23;;2018-07-23;
;16355335;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;ex.; ; ; ;;; ;;Nässjö, Syrengatan 19;1435244;6390981;100;0;Jönköping;Nässjö;Småland;Nässjö;;2014-07-29;;2014-07-29;
;79216089;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;;imago/adult;;;;;;;Sanda, torpet Sandberget;1648192;6668643;50;0;Uppsala;Östhammar;Uppland;Harg;;2019-07-20;;2019-07-20;
;79216138;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;;imago/adult;;;;;;;N. Sund V om Gamsan;1669365;6654374;100;0;Stockholm;Norrtälje;Uppland;Väddö;;2019-07-24;;2019-07-24;
;79216164;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;;imago/adult;;;;;;;Grisslehamn NV Utsiktsberget;1667356;6667650;25;0;Stockholm;Norrtälje;Uppland;Väddö;;2019-08-02;;2019-08-02;
;78534214;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ; ;;; ;;Strandbaden;1313283;6144403;50;0;Skåne;Vellinge;Skåne;Skanör m. Falsterbo;;2018-07-12;;2018-07-12;
;78860043;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;;imago/adult;hane;;;;;;Skebobruk 500 m SV Harbroholm;1654794;6653332;25;0;Stockholm;Norrtälje;Uppland;Edebo;;2019-07-11;;2019-07-11;
;78886868;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;;imago/adult;;;;;;;Sanda, torpet Sandberget;1648192;6668643;50;0;Uppsala;Östhammar;Uppland;Harg;;2019-07-12;;2019-07-12;
;87203553;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;;imago/adult;;;;;;;Väddö, 1,2 km NO Bernhardsborg;1667714;6662639;10;0;Stockholm;Norrtälje;Uppland;Väddö;;2020-07-31;;2020-07-31;
;88436415;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;;imago/adult;;;;;;;Sanda, torpet Sandberget;1648192;6668643;50;0;Uppsala;Östhammar;Uppland;Harg;;2020-07-17;;2020-07-17;
;88436456;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;;imago/adult;;;;;;;Sanda, torpet Sandberget;1648192;6668643;50;0;Uppsala;Östhammar;Uppland;Harg;;2020-07-18;;2020-07-18;
;94679159;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;;imago/adult;;;;;;;Sanda, torpet Sandberget;1648192;6668643;50;0;Uppsala;Östhammar;Uppland;Harg;;2021-07-04;;2021-07-04;
;94803571;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);2;;imago/adult;;;;;;;Blåkulla-vägen SO Boksjön;1648320;6659424;100;0;Stockholm;Norrtälje;Uppland;Edebo;;2021-07-08;;2021-07-08;
;94803590;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;;imago/adult;;;;;;;Blåkulla-vägen O Boksjön;1648474;6659626;100;0;Stockholm;Norrtälje;Uppland;Edebo;;2021-07-08;;2021-07-08;
;102587919;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;;imago/adult;;;;;;;Sanda, i byn;1647658;6668136;50;0;Uppsala;Östhammar;Uppland;Harg;;2022-07-17;;2022-07-17;
;102588492;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);2;;imago/adult;;;;;;;Sanda, torpet Sandberget;1648192;6668643;50;0;Uppsala;Östhammar;Uppland;Harg;;2022-07-08;;2022-07-08;
;102588494;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;;imago/adult;;;;;;;Sanda, torpet Sandberget;1648192;6668643;50;0;Uppsala;Östhammar;Uppland;Harg;;2022-07-07;;2022-07-07;
;104971580;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ;friflygande;;; ;;Högbyn, Ramnäs sn;1520697;6625104;10;0;Västmanland;Surahammar;Västmanland;Ramnäs;;2022-07-09;10:30;2022-07-09;10:30
;110519032;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;ex.;imago/adult; ;frispringande/krypande;;; ;;Truksbo backen, Ramnäs sn;1518622;6624692;10;0;Västmanland;Surahammar;Västmanland;Ramnäs;;2023-07-01;17:00;2023-07-01;17:00
;94781875;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ;friflygande;;; ;;Norrby, Ramnäs sn;1521621;6627537;5;0;Västmanland;Surahammar;Västmanland;Ramnäs;;2021-07-09;09:00;2021-07-09;09:00
;94781887;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ;friflygande;;; ;;Jungfrubolada, Ramnäs sn;1519836;6624745;10;0;Västmanland;Surahammar;Västmanland;Ramnäs;;2021-07-09;14:00;2021-07-09;14:00
;94754342;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ; ; ;friflygande;;; ;;Norrby, Ramnäs sn;1521597;6627528;5;0;Västmanland;Surahammar;Västmanland;Ramnäs;;2021-07-08;09:00;2021-07-08;09:00
;94754367;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ; ; ;friflygande;;; ;Ramnäs sn;G.a Gunnilbovägen/Stenramenkorset;1514985;6627781;10;0;Västmanland;Surahammar;Västmanland;Ramnäs;;2021-07-08;14:00;2021-07-08;14:00
;97782000;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ; ; ;friflygande;;; ;;Norrby, Ramnäs sn;1521621;6627537;5;0;Västmanland;Surahammar;Västmanland;Ramnäs;;2021-07-05;08:30;2021-07-05;08:30
;94865773;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ; ; ;friflygande;;; ;;Ok-macken, Sura sn;1524839;6620051;10;0;Västmanland;Surahammar;Västmanland;Sura;;2021-07-13;09:30;2021-07-13;09:30
;94865794;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ; ; ;friflygande;;; ;;Norrby, Ramnäs sn;1521597;6627528;5;0;Västmanland;Surahammar;Västmanland;Ramnäs;;2021-07-12;19:00;2021-07-12;19:00
;79130528;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ; ; ;friflygande;;; ;;Norrby, Ramnäs sn;1521597;6627528;5;0;Västmanland;Surahammar;Västmanland;Ramnäs;;2019-07-28;12:30;2019-07-28;12:30
;79152778;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ; ; ;friflygande;;; ;;Högbyn, Ramnäs;1520736;6625211;5;0;Västmanland;Surahammar;Västmanland;Ramnäs;;2019-07-25;19:00;2019-07-25;19:00
;86816109;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;ex.;imago/adult; ;friflygande;;; ;;Truksboskog, Ramnäs sn;1519552;6624868;5;0;Västmanland;Surahammar;Västmanland;Ramnäs;;2020-07-10;14:30;2020-07-10;14:30
;86855287;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ;friflygande;;; ;Södra Järvafältet;Råstasjön;1624138;6585521;10;0;Stockholm;Solna;Uppland;Solna;;2020-07-13;13:20;2020-07-13;13:20
;86822096;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ;friflygande;;; ;Ramnäs sn;Åsvägen 5, Ramnäs;1521980;6628430;50;0;Västmanland;Surahammar;Västmanland;Ramnäs;;2020-07-11;10:30;2020-07-11;10:30
;79079828;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult;hane;friflygande;;; ;;Bruntbo äng;1483305;6682525;50;0;Dalarna;Säter;Dalarna;Silvberg;;2019-07-24;13:30;2019-07-24;13:30
;17342453;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult;hona;vilande;;;observerad;;Hammarkullen, Blixtåsvägen 6;1275671;6413004;50;0;Västra Götaland;Göteborg;Västergötland;Angered;;2014-07-07;;2014-07-07;
;102080948;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ;vilande;;; ;;Åvestbo hyttområde;1502245;6648330;50;0;Västmanland;Fagersta;Västmanland;Fagersta;;2022-07-05;12:15;2022-07-05;12:15
;102444560;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ;friflygande;;; ;;Bruntbo (Bruntbo 6:1);1483259;6682462;50;0;Dalarna;Säter;Dalarna;Silvberg;;2022-07-24;14:45;2022-07-24;14:45
;94694918;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ;friflygande;;; ;;Högbyn, NO;1520730;6625210;50;0;Västmanland;Surahammar;Västmanland;Ramnäs;;2021-07-05;15:40;2021-07-05;16:00
;94694936;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ;friflygande;;; ;Ramnäs sn;Tråddragarvägen 6, Ramnäs;1522372;6627422;50;0;Västmanland;Surahammar;Västmanland;Ramnäs;;2021-07-04;17:30;2021-07-04;17:30
;86972812;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);2; ;imago/adult; ;friflygande;;;observerad;;Stensoffa skogen;1352090;6176610;100;0;Skåne;Lund;Skåne;Silvåkra;;2020-07-18;;2020-07-18;
;86973711;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ;friflygande;;;observerad;;Båvs yttre stenbrott;1327230;6218860;50;0;Skåne;Bjuv;Skåne;Norra Vram;;2020-07-19;;2020-07-19;
;16070271;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;ex.;imago/adult; ;friflygande;;;observerad;;Sjöarp-Vierydsån;1461980;6232500;100;0;Blekinge;Ronneby;Blekinge;Bräkne-Hoby;;2014-07-05;;2014-07-05;
;16088912;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;ex.;imago/adult; ;friflygande;;;observerad;;Kohagslyckan;1569220;6339900;500;0;Kalmar;Borgholm;Öland;Högby;;2014-07-10;;2014-07-10;
;13278384;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);2;;imago/adult;;friflygande;;;observerad;;Stensoffa skogen;1352090;6176610;100;0;Skåne;Lund;Skåne;Silvåkra;;2007-07-09;17:15;2007-07-09;17:45
;13313077;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;;imago/adult;;friflygande;;;observerad;;Hunnerödsmossen;1347840;6154350;100;0;Skåne;Svedala;Skåne;Börringe;;2007-08-06;12:30;2007-08-06;13:00
;13547236;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);4;;imago/adult;;friflygande;;;observerad;;Stensoffa  Krankesjön;1352070;6176560;100;0;Skåne;Lund;Skåne;Silvåkra;;2008-07-04;11:30;2008-07-04;12:30
;13549030;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);4;;imago/adult;;friflygande;;;observerad;;Stensoffa  Krankesjön;1352070;6176560;100;0;Skåne;Lund;Skåne;Silvåkra;;2008-07-05;11:30;2008-07-05;16:00
;14126074;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;;imago/adult;;friflygande;;;observerad;;Båvs yttre stenbrott;1327230;6218860;50;0;Skåne;Bjuv;Skåne;Norra Vram;;2009-08-02;11:30;2009-08-02;12:30
;15556079;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;;imago/adult;;friflygande;;;observerad;;Fyren Kullaberg;1292400;6246580;100;0;Skåne;Höganäs;Skåne;Brunnby;;2013-07-23;;2013-07-23;
;14816951;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;;imago/adult;;friflygande;;;observerad;;Båvs yttre stenbrott;1327230;6218860;50;0;Skåne;Bjuv;Skåne;Norra Vram;;2011-07-03;10:30;2011-07-03;11:30
;72078400;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult;hona;friflygande;;;observerad;;Rosenlund;1316250;6218816;500;0;Skåne;Helsingborg;Skåne;Mörarp;;2018-06-29;;2018-06-29;
;72236053;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ;friflygande;;;observerad;;Stensoffa skogen;1352090;6176610;100;0;Skåne;Lund;Skåne;Silvåkra;;2018-07-11;;2018-07-11;
;72236376;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ; ;;; ;;Ö Bondetorp;1505020;6294860;100;0;Kalmar;Nybro;Småland;Madesjö;;2018-07-10;;2018-07-10;
;72236389;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ; ;;; ;;Ö Bondetorp, Sommarhagen;1505530;6294650;100;0;Kalmar;Nybro;Småland;Madesjö;;2018-07-11;;2018-07-11;
;72419051;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ; ;;; ;Nybro tätort;Rismåla naturreservat;1504970;6292940;275;0;Kalmar;Nybro;Småland;Madesjö;;2018-07-25;18:00;2018-07-25;18:00
;72419057;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ; ;;; ;;Ö Bondetorp, SO Sandåkrarna;1504705;6293933;100;0;Kalmar;Nybro;Småland;Madesjö;;2018-07-25;18:30;2018-07-25;18:30
;72107578;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ; ;;; ;;Ö Bondetorp;1505020;6294860;100;0;Kalmar;Nybro;Småland;Madesjö;;2018-07-02;;2018-07-02;
;72072850;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ; ;;; ;;Ö Bondetorp;1505020;6294860;100;0;Kalmar;Nybro;Småland;Madesjö;;2018-06-29;;2018-06-29;
;61009814;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ;vilande;;; ;;Nybro, Madesjö;1504750;6290350;50;0;Kalmar;Nybro;Småland;Madesjö;;2016-07-09;08:30;2016-07-09;08:30
;67271835;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult;hona;äggläggande;;; ;;Orranäsa gärde;1494200;6302715;150;0;Kalmar;Nybro;Småland;Hälleberga;;2017-08-24;;2017-08-24;
;15544070;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;;imago/adult;;;;;observerad;;Ö Bondetorp;1505020;6294860;100;0;Kalmar;Nybro;Småland;Madesjö;;2013-07-16;;2013-07-16;
;15536409;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);2;;imago/adult;;födosökande;;;observerad;;Ö Bondetorp;1505020;6294860;100;0;Kalmar;Nybro;Småland;Madesjö;;2013-07-12;;2013-07-12;
;54430835;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ; ;;; ;Alsterbro;Bjällingsmåla NR;1505690;6311750;250;0;Kalmar;Nybro;Småland;Bäckebo;;2015-07-16;;2015-07-16;
;16282471;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ; ;;; ;;Mjösingsmåla;1518711;6313997;50;0;Kalmar;Nybro;Småland;Bäckebo;;2014-07-22;;2014-07-22;
;94811904;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ; ;;; ;;Ö Bondetorp;1505020;6294860;100;0;Kalmar;Nybro;Småland;Madesjö;;2021-07-11;;2021-07-11;
;94833973;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ; ;;; ;;Ö Bondetorp;1505020;6294860;100;0;Kalmar;Nybro;Småland;Madesjö;;2021-07-12;;2021-07-12;
;94862495;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1; ;imago/adult; ; ;;; ;;Ö Bondetorp;1505020;6294860;100;0;Kalmar;Nybro;Småland;Madesjö;;2021-07-13;;2021-07-13;
;94804475;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;ex.;imago/adult; ;friflygande;;;;;Granvik;1668250;6641950;100;0;Stockholm;Norrtälje;Uppland;Roslags-Bro;;2021-07-10;11:00;2021-07-10;11:00
;94749274;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;ex.;imago/adult;;friflygande;;;observerad;;Granvik;1668250;6641950;100;0;Stockholm;Norrtälje;Uppland;Roslags-Bro;;2021-07-08;11:40;2021-07-08;11:45
;94689016;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);2;ex.;imago/adult; ;friflygande;;;observerad;;Granvik;1668250;6641950;100;0;Stockholm;Norrtälje;Uppland;Roslags-Bro;;2021-07-05;11:50;2021-07-05;15:10
;94689107;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;ex.;imago/adult;;friflygande;;;observerad;;Granvik;1668250;6641950;100;0;Stockholm;Norrtälje;Uppland;Roslags-Bro;;2021-07-04;14:00;2021-07-04;14:00
;94699492;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;ex.;imago/adult; ;funnen död;;;observerad;;Granvik;1668250;6641950;100;0;Stockholm;Norrtälje;Uppland;Roslags-Bro;;2021-07-05;16:30;2021-07-05;16:30
;94710207;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;ex.;imago/adult; ;friflygande;;;observerad;;Granvik;1668250;6641950;100;0;Stockholm;Norrtälje;Uppland;Roslags-Bro;;2021-07-06;11:15;2021-07-06;12:30
;86988269;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);1;ex.;imago/adult; ;friflygande;;;observerad;;Granvik;1668250;6641950;100;0;Stockholm;Norrtälje;Uppland;Roslags-Bro;;2020-07-20;11:10;2020-07-20;11:45
;87058555;41578;Ovaliderad;;100328;Sälgskimmerfjäril;Apatura iris;(Linnaeus, 1758);2;ex.;imago/adult; ;friflygande;;;observerad;;Lillsvedsområdet;1652828;6590665;400;0;Stockholm;Värmdö;Uppland;Värmdö;;2020-07-22;16:05;2020-07-22;16:50
